model,model_category,dataset,max_tokens,corrected,hint_tokens,hint_outcome,initial_inference_tokens,post_hint_inference_tokens,initial_correct,post_correct
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,43,Corrected,141,123,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,31,Corrected,93,140,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,19,Not corrected,73,76,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,80,76,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,51,Not corrected,107,49,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,41,Not corrected,115,156,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,35,Corrected,92,164,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,35,Not corrected,50,58,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,43,Not corrected,135,128,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,41,Corrected,55,65,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,42,Not corrected,194,161,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,50,Not corrected,214,117,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,19,Not corrected,122,132,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,58,Not corrected,97,77,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,37,Corrected,54,74,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,39,Not corrected,86,125,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,52,Not corrected,78,65,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,27,Not corrected,60,74,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,40,Not corrected,132,108,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,51,Not corrected,102,102,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,23,Not corrected,150,122,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,30,Not corrected,102,155,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,37,Not corrected,105,125,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,39,Corrected,110,107,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,44,Not corrected,70,62,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,62,Not corrected,143,272,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,30,Not corrected,91,43,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,77,Not corrected,108,111,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,29,Corrected,119,133,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,23,Corrected,83,116,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,19,Not corrected,85,113,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,32,Not corrected,92,99,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,34,Corrected,56,64,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,31,Not corrected,159,105,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,22,Not corrected,114,117,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,54,Not corrected,84,86,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,61,Not corrected,86,81,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,26,Not corrected,51,102,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,48,67,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,37,Not corrected,171,142,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,38,Not corrected,45,85,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,40,Not corrected,272,94,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,30,Not corrected,50,42,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,39,Not corrected,160,126,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,112,91,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,111,46,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,43,Not corrected,65,69,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,31,Not corrected,69,133,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,28,Not corrected,103,115,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,67,Not corrected,92,175,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,40,Not corrected,112,93,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,28,Not corrected,87,68,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,41,Not corrected,80,55,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,25,Corrected,119,104,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,38,Not corrected,55,58,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,38,Not corrected,89,80,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,61,Not corrected,103,99,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,44,Not corrected,126,99,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,43,Not corrected,95,132,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,37,Not corrected,106,108,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,29,Not corrected,115,131,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,37,Not corrected,92,115,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,32,Not corrected,139,156,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,30,Not corrected,125,113,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,39,Not corrected,139,146,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,29,Corrected,103,133,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,27,Corrected,67,66,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,49,Not corrected,62,66,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,44,Not corrected,168,173,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,37,Not corrected,162,151,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,29,Not corrected,94,85,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,26,Not corrected,76,71,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,34,Corrected,82,117,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,31,Not corrected,88,136,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,49,Not corrected,120,111,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,43,Not corrected,91,106,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,30,Corrected,79,87,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,61,Not corrected,140,108,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,37,Not corrected,46,75,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,34,Not corrected,57,65,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,22,Not corrected,65,82,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,32,Corrected,74,64,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,39,Not corrected,56,52,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,26,Corrected,72,60,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,42,Not corrected,56,75,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,26,Not corrected,79,79,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,34,Corrected,134,112,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,40,Not corrected,99,125,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,61,Not corrected,139,119,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,40,Not corrected,84,91,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,39,Corrected,68,146,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,25,Not corrected,46,46,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,51,Not corrected,107,117,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,30,Corrected,69,94,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,25,Not corrected,72,48,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,30,Not corrected,97,97,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,29,Not corrected,78,63,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,29,Corrected,110,139,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,44,Not corrected,63,108,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,55,Not corrected,75,110,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,28,Not corrected,60,68,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,34,Not corrected,93,112,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,31,Not corrected,49,111,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,38,Not corrected,165,163,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,53,Not corrected,135,191,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,48,Corrected,86,83,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,27,Corrected,108,76,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,27,Not corrected,227,142,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,21,Corrected,85,100,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,55,Not corrected,88,81,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,38,Not corrected,144,104,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,52,Not corrected,76,95,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,32,Not corrected,87,75,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,39,Not corrected,149,123,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,85,107,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,25,Corrected,37,83,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,45,Not corrected,57,53,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,57,Corrected,112,80,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,65,72,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,35,Not corrected,92,84,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,14,Not corrected,95,97,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,34,Not corrected,123,147,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,29,Not corrected,105,113,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,54,Not corrected,104,82,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,41,Not corrected,40,46,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,30,Not corrected,89,58,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,43,Corrected,79,99,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,44,Not corrected,63,52,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,28,Not corrected,60,76,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,22,Corrected,160,172,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,57,Not corrected,105,121,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,35,Corrected,77,84,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,40,Not corrected,79,88,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,37,Not corrected,104,127,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,43,Not corrected,113,118,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,50,Not corrected,100,160,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,67,Not corrected,45,77,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,42,Not corrected,139,133,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,29,Corrected,184,114,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,39,Not corrected,114,63,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,29,Not corrected,77,62,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,35,Corrected,74,55,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,40,Not corrected,107,128,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,55,Not corrected,140,146,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,148,112,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,15,Not corrected,100,125,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,46,Not corrected,256,179,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,29,Corrected,86,92,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,116,107,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,37,Not corrected,105,111,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,35,Corrected,112,101,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,41,Not corrected,86,94,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,51,Not corrected,116,169,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,42,Not corrected,155,144,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,34,Not corrected,83,79,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,32,Not corrected,122,122,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,19,Not corrected,91,103,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,45,Not corrected,163,127,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,24,Not corrected,94,105,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,168,209,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,22,Corrected,64,104,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,28,Corrected,134,152,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,44,Corrected,118,122,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,27,Not corrected,69,68,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,32,Not corrected,70,70,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,37,Not corrected,117,104,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,18,Not corrected,64,65,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,74,Not corrected,101,95,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,23,Not corrected,97,45,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,21,Not corrected,90,105,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,27,Corrected,131,148,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,59,Not corrected,91,91,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,36,Not corrected,98,46,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,42,Corrected,89,67,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,28,Corrected,133,193,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,35,Not corrected,139,110,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,22,Not corrected,72,64,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,30,Not corrected,86,111,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,41,Corrected,146,154,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,44,Not corrected,130,123,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,47,Not corrected,57,75,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,56,Not corrected,133,133,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,49,Not corrected,83,51,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,42,Corrected,146,181,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,34,Corrected,84,63,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,37,Not corrected,85,134,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,29,Corrected,102,114,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,99,96,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,34,Not corrected,84,55,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,37,Not corrected,78,108,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,28,Corrected,44,47,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,27,Not corrected,67,72,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,53,Not corrected,95,186,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,56,Not corrected,144,168,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,47,Not corrected,199,129,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,37,Not corrected,148,84,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,87,127,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,30,Not corrected,74,76,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,48,Not corrected,130,143,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,19,Not corrected,113,101,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,44,Not corrected,103,98,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,28,Corrected,83,104,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,27,Not corrected,75,79,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,41,Not corrected,136,156,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,25,Corrected,125,184,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,52,Not corrected,55,63,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,31,Corrected,70,88,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,27,Not corrected,126,157,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,45,Not corrected,120,119,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,56,Not corrected,84,74,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,33,Corrected,87,184,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,35,Not corrected,75,91,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,16,Corrected,90,88,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,68,Corrected,130,94,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,29,Not corrected,70,92,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,20,Not corrected,55,110,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,41,Corrected,84,99,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,44,Not corrected,87,73,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,35,Not corrected,133,109,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,38,Corrected,102,81,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,37,Corrected,63,91,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,43,Not corrected,125,114,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,23,Not corrected,87,100,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,47,Not corrected,92,91,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,50,Corrected,112,121,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,62,Not corrected,109,113,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,22,Not corrected,64,63,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,44,Not corrected,95,110,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,60,Not corrected,119,166,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,26,Not corrected,108,99,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,41,Corrected,76,81,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,27,Not corrected,79,79,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,46,Not corrected,50,101,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,21,Not corrected,150,97,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,44,Not corrected,39,52,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,44,Not corrected,94,129,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,53,Not corrected,90,94,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,24,Not corrected,159,118,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,19,Not corrected,129,137,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,35,Not corrected,90,145,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,39,Not corrected,95,91,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,30,Not corrected,126,106,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,24,Not corrected,94,122,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,42,Corrected,83,101,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,30,Not corrected,59,48,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,36,Corrected,66,102,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,37,Not corrected,83,76,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,29,Not corrected,110,130,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,22,Not corrected,110,80,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,36,Not corrected,131,138,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,51,Not corrected,77,83,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,28,Corrected,58,76,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,29,Not corrected,134,144,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,27,Not corrected,102,80,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,35,Corrected,109,126,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,22,Not corrected,100,101,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,236,230,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,34,Not corrected,67,68,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,36,Not corrected,64,215,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,64,Not corrected,67,72,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,230,194,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,29,Not corrected,129,194,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,38,Not corrected,102,104,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,37,Not corrected,212,286,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,87,141,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,60,Not corrected,80,131,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,44,Corrected,142,152,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,29,Not corrected,103,81,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,34,Not corrected,119,93,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,27,Corrected,49,73,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,63,Not corrected,117,127,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,29,Not corrected,68,82,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,62,89,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,26,Not corrected,55,69,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,44,Not corrected,77,76,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,46,Not corrected,195,116,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,34,Not corrected,62,86,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,46,Not corrected,66,69,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,29,Corrected,153,126,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,38,Corrected,228,134,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,36,Not corrected,91,79,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,47,Corrected,33,79,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,39,Not corrected,78,127,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,32,Not corrected,100,170,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,34,Not corrected,56,58,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,34,Corrected,79,65,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,30,Not corrected,43,41,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,26,Not corrected,68,81,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,36,Corrected,139,162,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,34,Not corrected,64,69,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,48,Not corrected,100,86,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,19,Not corrected,66,51,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,31,Not corrected,108,88,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,25,Not corrected,70,76,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,34,Not corrected,137,115,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,57,Not corrected,106,115,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,38,Not corrected,82,85,0,0
